Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>"
5103390295,"Apr 10, 2021, 2:23:35 PM",Afternoon Run,Run,Seigaste følelsen ,8562,22.60,,false,,activities/5103390295.gpx,,,8562.0,8289.0,22604.599609375,14.399999618530273,2.727059841156006,391.0487060546875,389.6487121582031,39.900001525878906,193.6999969482422,50.0,0.006193429697304964,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,23956.900390625,,,,,,,,,,,,,,,,,,,,,,,,,,
5114935769,"Apr 12, 2021, 4:25:08 PM",Evening Run,Run,Måtte kjenne litt på beinå etter forrige økt ,3040,9.81,,false,,activities/5114935769.gpx,,,3040.0,3040.0,9815.5,4.599999904632568,3.228782892227173,51.46200942993164,50.562007904052734,10.100000381469727,24.100000381469727,14.899999618530273,0.009169171564280987,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9928.5,,,,,,,,,,,,,,,,,,,,,,,,,,
5138422771,"Apr 16, 2021, 7:11:31 PM",Night Run,Run,,2719,9.09,,false,,activities/5138422771.gpx,,,2719.0,2719.0,9093.2001953125,4.699999809265137,3.344317674636841,51.45762634277344,49.85762405395508,10.100000381469727,24.100000381469727,14.5,0.0175955668091774,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9209.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,
5140854429,"Apr 17, 2021, 9:32:46 AM",Lunch Run,Run,,2918,8.51,,false,,activities/5140854429.gpx,,,2918.0,2914.0,8517.7001953125,4.800000190734863,2.9230268001556396,49.58553695678711,70.68553924560547,11.5,34.400001525878906,13.800000190734863,-0.24771945178508759,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8603.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5156143579,"Apr 19, 2021, 5:11:05 PM",Evening Run,Run,Lufta Bowen,2538,6.14,,false,,activities/5156143579.gpx,,,2538.0,2440.0,6147.2001953125,5.599999904632568,2.5193443298339844,12.858489990234375,13.058489799499512,36.400001525878906,43.70000076293945,6.0,-0.003253513714298606,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6173.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,
5179489516,"Apr 23, 2021, 6:25:54 PM",Evening Run,Run,,2686,9.06,,false,,activities/5179489516.gpx,,,2686.0,2686.0,9068.5,5.400000095367432,3.3762099742889404,51.49504089355469,49.895042419433594,10.0,24.100000381469727,14.300000190734863,0.017643490806221962,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9183.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,
5197158748,"Apr 26, 2021, 4:55:28 PM",Run + walk,Run,Lufta Lars,3608,9.19,,false,,activities/5197158748.gpx,,,3608.0,3466.0,9195.900390625,5.300000190734863,2.6531736850738525,51.7303581237793,51.1303596496582,9.800000190734863,24.100000381469727,12.300000190734863,0.006524646654725075,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,9312.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,
5207161695,"Apr 28, 2021, 12:21:05 PM",Afternoon Run,Run,"",2665,9.00,,false,,activities/5207161695.gpx,,,2665.0,2518.0,9006.7998046875,6.400000095367432,3.576965808868408,51.477088928222656,49.97710037231445,10.100000381469727,24.100000381469727,14.5,0.016654083505272865,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,9123.5,,,,,,,,,,,,,,,,,,,,,,,,,,
5232234241,"May 2, 2021, 5:42:52 PM",Evening Run,Run,,5470,17.05,,false,,activities/5232234241.gpx,,,5470.0,5411.0,17052.80078125,4.800000190734863,3.151506185531616,118.68612670898438,116.8861312866211,6.5,24.100000381469727,22.899999618530273,0.010555451735854149,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,17370.30078125,,,,,,,,,,,,,,,,,,,,,,,,,,
5246198953,"May 5, 2021, 2:02:10 PM",Afternoon Run,Run,Sur i kroppen etter gårsdagens beinøkt og kjørt i hodet etter dagens eksamen,2356,7.89,,false,,activities/5246198953.gpx,,,2356.0,2312.0,7894.2001953125,5.5,3.4144463539123535,49.53065490722656,42.4306526184082,10.100000381469727,24.100000381469727,15.699999809265137,0.08993945270776749,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8015.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,
5258190648,"May 7, 2021, 4:56:35 PM",Evening Run,Run,Heilt forferdelig,7798,23.03,,false,,activities/5258190648.gpx,,,7798.0,7794.0,23037.400390625,4.900000095367432,2.9557864665985107,168.6289520263672,168.6289520263672,6.5,47.099998474121094,20.299999237060547,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,23460.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,
5279755667,"May 11, 2021, 4:41:34 PM",Evening Run,Run,Slidsomt ,2755,9.20,,false,,activities/5279755667.gpx,,,2755.0,2755.0,9206.599609375,4.900000095367432,3.341778516769409,51.42605209350586,49.72610092163086,10.100000381469727,24.100000381469727,15.199999809265137,0.018465014174580574,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,9325.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,
5302647000,"May 15, 2021, 5:20:52 PM",Evening Run,Run,,2660,9.00,,false,,activities/5302647000.gpx,,,2660.0,2660.0,9006.7998046875,5.199999809265137,3.386014938354492,51.30934524536133,49.90934371948242,10.100000381469727,24.100000381469727,13.5,0.015543811023235321,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9124.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,
